target,text,text,label
keyboard ,"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc .","Since I MASK over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc .",2
keys ,"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc .","Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no MASK sticking or lagging , strange configuration of `` extra key '' , etc .",2
configuration of `` extra key '' ,"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc .","Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange MASK , etc .",2
touch pad ,) I also tried the touch pad and compared it to other netbooks in the store .,) I also tried the MASK and compared it to other netbooks in the store .,1
use ,"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .","It absolutely is more expensive than most PC laptops , but the ease of MASK , security , and minimal problems that have arisen make it well worth the pricetag .",2
security ,"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .","It absolutely is more expensive than most PC laptops , but the ease of use , MASK , and minimal problems that have arisen make it well worth the pricetag .",2
use ,"Â  It gets stuck all of the time you use e it , and you have to keep tapping on it to get it to work .","Â  It gets stuck all of the time you MASK e it , and you have to keep tapping on it to get it to work .",0
work ,"Â  It gets stuck all of the time you use it , and you have to keep tapping on it to get it to work k .","Â  It gets stuck all of the time you use it , and you have to keep tapping on it to get it to MASK k .",0
preloaded software ,lots of preloaded software .,lots of MASK .,2
webcam ,"I wish it had a webcam though , then it would be perfect !","I wish it had a MASK though , then it would be perfect !",0
vga port ,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen .,My favorite part of this computer is that it has a MASK so I can connect it to a bigger screen .,2
screen ,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen .,My favorite part of this computer is that it has a vga port so I can connect it to a bigger MASK .,1
battery life ,Another thing I might add is the battery life is excellent .,Another thing I might add is the MASK is excellent .,2
keys ,"One drawback , I wish the keys were backlit .","One drawback , I wish the MASK were backlit .",0
software ,"Acer was no help and Garmin could not determine the problem ( after spending about 2 hours with me ) , so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem .","Acer was no help and Garmin could not determine the problem ( after spending about 2 hours with me ) , so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my MASK with no problem .",2
volume ,I wish the volume could be louder and the mouse didnt break after only a month .,I wish the MASK could be louder and the mouse didnt break after only a month .,0
mouse ,I wish the volume could be louder and the mouse didnt break after only a month .,I wish the volume could be louder and the MASK didnt break after only a month .,0
touchpad ,"I play a lot of casual games online , and the touchpad is very responsive .","I play a lot of casual games online , and the MASK is very responsive .",2
