target,text,textcon,text,label
Service,"T could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming teapot , for one ) in the restaurant experience .",a,"could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming teapot , for one ) in the restaurant experience .",0
teapot,"Service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming T , for one ) in the restaurant experience .","Service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming ",", for one ) in the restaurant experience .",2
pizza,"The T is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",The ,"is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",2
fresh mozzarella,"The pizza is delicious - they use T instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",The pizza is delicious - they use ,"instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",2
cheese,"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded T common to most pizzaria 's .","The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded ",common to most pizzaria 's .,0
place,Its an excellent T to relax and the food is one of the best in the city of New York .,Its an excellent ,to relax and the food is one of the best in the city of New York .,2
food,Its an excellent place to relax and the T is one of the best in the city of New York .,Its an excellent place to relax and the ,is one of the best in the city of New York .,2
service,"T is friendly , and never had a problem walking in and getting a table .",a,"is friendly , and never had a problem walking in and getting a table .",2
getting a table,"service is friendly , and never had a problem walking in and T .","service is friendly , and never had a problem walking in and ",.,2
bistro-type vibe,The atmosphere was crowded but it was a great T .,The atmosphere was crowded but it was a great ,.,2
waitress,"First off , the T was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .","First off , the ",was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .,0
tables,"First off , the waitress was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 T ) and got our order wrong .","First off , the waitress was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 ",) and got our order wrong .,1
food,The T was bland oily .,The ,was bland oily .,0
prices,"What is even better , is that the T are very affordable as well , and the food is really good .","What is even better , is that the ","are very affordable as well , and the food is really good .",2
food,"What is even better , is that the prices are very affordable as well , and the T is really good .","What is even better , is that the prices are very affordable as well , and the ",is really good .,2
fish,The T is fresh but the variety of fish is nothing out of ordinary .,The ,is fresh but the variety of fish is nothing out of ordinary .,2
variety of fish,The fish is fresh but the T is nothing out of ordinary .,The fish is fresh but the ,is nothing out of ordinary .,0
pesto pizza,"Our favorite meal is a T , the house salad , and a good bottle of wine .",Our favorite meal is a ,", the house salad , and a good bottle of wine .",2
house salad,"Our favorite meal is a pesto pizza , the T , and a good bottle of wine .","Our favorite meal is a pesto pizza , the ",", and a good bottle of wine .",2
bottle of wine,"Our favorite meal is a pesto pizza , the house salad , and a good T .","Our favorite meal is a pesto pizza , the house salad , and a good ",.,2
meal,"Our favorite T is a pesto pizza , the house salad , and a good bottle of wine .",Our favorite ,"is a pesto pizza , the house salad , and a good bottle of wine .",2
bartender,"And Kruno , the beverage manager is the best T I have yet to come across .","And Kruno , the beverage manager is the best ",I have yet to come across .,2
beverage manager,"And Kruno , the T is the best bartender I have yet to come across .","And Kruno , the ",is the best bartender I have yet to come across .,2
Ambiance,"T and music funky , which I enjoy .",a,"and music funky , which I enjoy .",2
music,"Ambiance and T funky , which I enjoy .",Ambiance and ,"funky , which I enjoy .",2
food,"The T , drinks and service are clearly among the best in the city .",The ,", drinks and service are clearly among the best in the city .",2
drinks,"The food , T and service are clearly among the best in the city .","The food , ",and service are clearly among the best in the city .,2
service,"The food , drinks and T are clearly among the best in the city .","The food , drinks and ",are clearly among the best in the city .,2
food,I went there in late afternoon for some bite size T and refleshment with my date .,I went there in late afternoon for some bite size ,and refleshment with my date .,1
refleshment,I went there in late afternoon for some bite size food and T with my date .,I went there in late afternoon for some bite size food and ,with my date .,1
ambiance,"I understand the area and folks you need not come here for the romantic , alluring T or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .","I understand the area and folks you need not come here for the romantic , alluring ","or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",2
