target,text,text,text,label
keys ,"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc .","Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no ","sticking or lagging , strange configuration of `` extra key '' , etc .",2
configuration of `` extra key '' ,"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc .","Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange ",", etc .",2
touch pad ,) I also tried the touch pad and compared it to other netbooks in the store .,) I also tried the ,and compared it to other netbooks in the store .,1
use ,"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .","It absolutely is more expensive than most PC laptops , but the ease of ",", security , and minimal problems that have arisen make it well worth the pricetag .",2
security ,"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .","It absolutely is more expensive than most PC laptops , but the ease of use , ",", and minimal problems that have arisen make it well worth the pricetag .",2
use ,"Â  It gets stuck all of the time you use e it , and you have to keep tapping on it to get it to work .",Â  It gets stuck all of the time you ,"e it , and you have to keep tapping on it to get it to work .",0
work ,"Â  It gets stuck all of the time you use it , and you have to keep tapping on it to get it to work k .","Â  It gets stuck all of the time you use it , and you have to keep tapping on it to get it to ",k .,0
preloaded software ,lots of preloaded software .,lots of ,.,2
webcam ,"I wish it had a webcam though , then it would be perfect !",I wish it had a ,"though , then it would be perfect !",0
vga port ,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen .,My favorite part of this computer is that it has a ,so I can connect it to a bigger screen .,2
screen ,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen .,My favorite part of this computer is that it has a vga port so I can connect it to a bigger ,.,1
battery life ,Another thing I might add is the battery life is excellent .,Another thing I might add is the ,is excellent .,2
keys ,"One drawback , I wish the keys were backlit .","One drawback , I wish the ",were backlit .,0
software ,"Acer was no help and Garmin could not determine the problem ( after spending about 2 hours with me ) , so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem .","Acer was no help and Garmin could not determine the problem ( after spending about 2 hours with me ) , so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my ",with no problem .,2
volume ,I wish the volume could be louder and the mouse didnt break after only a month .,I wish the ,could be louder and the mouse didnt break after only a month .,0
mouse ,I wish the volume could be louder and the mouse didnt break after only a month .,I wish the volume could be louder and the ,didnt break after only a month .,0
touchpad ,"I play a lot of casual games online , and the touchpad is very responsive .","I play a lot of casual games online , and the ",is very responsive .,2
boots up ,"Granted , it 's still a very new laptop but in comparison to my previous laptops and desktops , my Mac boots up noticeably quicker .","Granted , it 's still a very new laptop but in comparison to my previous laptops and desktops , my Mac ",noticeably quicker .,2
hard drive ,It caught a virus that completely wiped out my hard drive in a matter of hours .,It caught a virus that completely wiped out my ,in a matter of hours .,0
look and feel standpoint ,"It is everything I 'd hoped it would be from a look and feel standpoint , but somehow a bit more sturdy .",It is everything I 'd hoped it would be from a ,", but somehow a bit more sturdy .",2
